#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Cglabrata	3273_65361	t	Cglabrata	3275_163219	h	1
Ndairenensis	1977_189646	h	Ndairenensis	1979_53989	h	1
Knaganishii	1977_189643	h	Knaganishii	1979_54003	h	1
Kafricana	1977_189642	h	Kafricana	1979_54002	h	1
Scerevisiae	2051_38859	t	Scerevisiae	2063_139070	t	1
Cglabrata	217_22579	t	Cglabrata	3620_217235	t	1
Ndairenensis	4747_178609	t	Ndairenensis	4898_27456	t	1
Knaganishii	4747_178606	t	Knaganishii	4898_27440	t	1
Kafricana	4747_178605	t	Kafricana	4898_27439	t	1
Kafricana	4747_178593	t	Kafricana	4898_27452	t	1
Knaganishii	2455_26754	t	Knaganishii	2520_200470	h	1
Kafricana	2455_26753	t	Kafricana	2520_200469	h	1
Cglabrata	1060_172088	t	Cglabrata	1061_162036	t	1
Scerevisiae	1060_172051	t	Scerevisiae	1061_162037	t	1
Kafricana	356_79715	t	Kafricana	4205_10757	h	1
Ndairenensis	356_79704	t	Ndairenensis	4205_10743	h	1
Cglabrata	356_79699	t	Cglabrata	4205_10751	h	1
Knaganishii	356_79690	t	Knaganishii	4205_10734	h	1
Ndairenensis	2359_146823	h	Ndairenensis	4453_64588	h	1
Cglabrata	2359_146815	h	Cglabrata	4453_64559	h	1
Knaganishii	3981_156085	t	Knaganishii	3982_115837	h	1
Kafricana	3981_156084	t	Kafricana	3982_115836	h	1
Cglabrata	3981_156080	t	Cglabrata	3982_115832	h	1
Ndairenensis	3981_156076	t	Ndairenensis	3982_115840	h	1
Scerevisiae	3981_156071	t	Scerevisiae	3982_115833	h	1
Ndairenensis	168_74319	h	Ndairenensis	169_53394	t	1
Scerevisiae	168_74314	h	Scerevisiae	169_53387	t	1
Knaganishii	168_74310	h	Knaganishii	169_53410	t	1
Kafricana	168_74309	h	Kafricana	169_53391	t	1
Cglabrata	168_74305	h	Cglabrata	169_53405	t	1
Scerevisiae	931_101026	h	Scerevisiae	932_139814	t	1
Ndairenensis	931_101022	h	Ndairenensis	932_139836	t	1
Cglabrata	931_101017	h	Cglabrata	932_139824	t	1
Scerevisiae	4614_184497	t	Scerevisiae	4689_166373	h	1
Knaganishii	3699_43634	t	Knaganishii	3703_38517	h	1
Ndairenensis	2024_87910	t	Ndairenensis	2654_92538	t	1
Cglabrata	2024_87904	t	Cglabrata	2654_92533	t	1
Knaganishii	2024_87883	t	Knaganishii	2654_92547	t	1
Ndairenensis	3690_202634	t	Ndairenensis	3691_41037	t	1
Knaganishii	3690_202631	t	Knaganishii	3691_41034	t	1
Kafricana	3690_202630	t	Kafricana	3691_41033	t	1
Scerevisiae	3690_202627	t	Scerevisiae	3691_41023	t	1
Cglabrata	3690_202626	t	Cglabrata	3691_41022	t	1
Ndairenensis	3266_202409	h	Ndairenensis	3267_217281	h	1
Scerevisiae	3266_202402	h	Scerevisiae	3267_217273	h	1
Cglabrata	3266_202401	h	Cglabrata	3267_217292	h	1
Cglabrata	1289_97231	h	Cglabrata	4281_84352	h	1
Ndairenensis	536_185477	t	Ndairenensis	1598_231482	t	1
Knaganishii	536_185474	t	Knaganishii	1598_231479	t	1
Kafricana	536_185473	t	Kafricana	1598_231478	t	1
node_10	536_185472	t	node_10	1598_231477	t	1
node_9	536_185471	t	node_9	1598_231476	t	1
Cglabrata	536_185469	t	Cglabrata	1598_231474	t	1
Ndairenensis	1498_20538	t	Ndairenensis	1990_95503	h	1
Kafricana	1498_20528	t	Kafricana	1990_95499	h	1
Ndairenensis	1487_162689	h	Ndairenensis	1488_110276	h	1
Kafricana	1487_162686	h	Kafricana	1488_110273	h	1
Knaganishii	1487_162680	h	Knaganishii	1488_110301	h	1
Scerevisiae	1487_162675	h	Scerevisiae	1488_110317	h	1
Cglabrata	1487_162656	h	Cglabrata	1488_110296	h	1
Ndairenensis	316_197313	h	Ndairenensis	2734_150257	h	1
Ndairenensis	671_146532	h	Ndairenensis	1052_70034	t	1
Cglabrata	784_65007	h	Cglabrata	827_54450	t	1
Ndairenensis	4837_31836	h	Ndairenensis	4838_42542	t	1
Knaganishii	4837_31833	h	Knaganishii	4838_42539	t	1
Kafricana	4837_31832	h	Kafricana	4838_42538	t	1
Cglabrata	4837_31828	h	Cglabrata	4838_42527	t	1
Scerevisiae	417_192600	t	Scerevisiae	418_92646	h	1
Cglabrata	1408_205226	t	Cglabrata	2680_129516	t	1
Knaganishii	733_14548	h	Knaganishii	1693_78990	t	1
Kafricana	1913_210122	h	Kafricana	2117_136345	h	1
Knaganishii	825_164809	t	Knaganishii	4714_202711	h	1
Scerevisiae	825_164784	t	Scerevisiae	4714_202691	h	1
Kafricana	825_164776	t	Kafricana	4714_202732	h	1
Ndairenensis	157_194731	h	Ndairenensis	1358_159245	h	1
Ndairenensis	2708_152284	h	Ndairenensis	3962_234271	t	1
Knaganishii	2708_152281	h	Knaganishii	3962_234287	t	1
Kafricana	2708_152280	h	Kafricana	3962_234261	t	1
Ndairenensis	3156_147934	h	Ndairenensis	3157_146872	t	1
Knaganishii	3156_147931	h	Knaganishii	3157_146890	t	1
Kafricana	3156_147930	h	Kafricana	3157_146889	t	1
node_10	3156_147929	h	node_10	3157_146888	t	1
Scerevisiae	3156_147927	h	Scerevisiae	3157_146867	t	1
Cglabrata	3156_147926	h	Cglabrata	3157_146885	t	1
node_7	3156_147924	h	node_7	3157_146864	t	1
Scerevisiae	4552_45655	h	Scerevisiae	4553_200156	h	1
Ndairenensis	4552_45646	h	Ndairenensis	4553_200142	h	1
Cglabrata	4552_45639	h	Cglabrata	4553_200126	h	1
node_7	4552_45636	h	node_7	4553_200123	h	1
Cglabrata	1303_20841	h	Cglabrata	2184_78101	t	1
Ndairenensis	1303_20836	h	Ndairenensis	2184_78109	t	1
Knaganishii	1303_20833	h	Knaganishii	2184_78106	t	1
Kafricana	1303_20832	h	Kafricana	2184_78105	t	1
node_10	1303_20831	h	node_10	2184_78104	t	1
Scerevisiae	198_99383	t	Scerevisiae	1403_146022	h	1
Cglabrata	1538_111472	t	Cglabrata	1540_186953	t	1
Kafricana	1538_111462	t	Kafricana	1540_186974	t	1
Knaganishii	812_83131	t	Knaganishii	813_211685	h	1
Kafricana	812_83130	t	Kafricana	813_211706	h	1
Ndairenensis	812_83120	t	Ndairenensis	813_211709	h	1
Scerevisiae	812_83106	t	Scerevisiae	813_211702	h	1
Knaganishii	3133_159457	t	Knaganishii	3134_14568	h	1
Kafricana	3133_159456	t	Kafricana	3134_14567	h	1
Scerevisiae	3133_159450	t	Scerevisiae	3134_14564	h	1
Cglabrata	2233_234751	t	Cglabrata	3024_140357	t	1
Knaganishii	165_187090	t	Knaganishii	1378_69285	h	1
Kafricana	165_187089	t	Kafricana	1378_69284	h	1
Ndairenensis	1207_223275	t	Ndairenensis	1208_97886	t	1
Kafricana	1207_223253	t	Kafricana	1208_97883	t	1
Scerevisiae	1207_223249	t	Scerevisiae	1208_97879	t	1
Cglabrata	1207_223248	t	Cglabrata	1208_97896	t	1
Cglabrata	3115_36066	h	Cglabrata	3116_153255	h	1
Kafricana	3115_36050	h	Kafricana	3116_153226	h	1
Ndairenensis	3115_36031	h	Ndairenensis	3116_153229	h	1
Knaganishii	3115_36018	h	Knaganishii	3116_153277	h	1
Scerevisiae	3115_36013	h	Scerevisiae	3116_153256	h	1
Ndairenensis	1577_164386	t	Ndairenensis	3356_41812	t	1
Knaganishii	1577_164383	t	Knaganishii	3356_41809	t	1
Kafricana	1577_164382	t	Kafricana	3356_41808	t	1
node_10	1577_164381	t	node_10	3356_41807	t	1
Scerevisiae	1577_164379	t	Scerevisiae	3356_41799	t	1
Cglabrata	1577_164378	t	Cglabrata	3356_41798	t	1
Cglabrata	2722_91435	h	Cglabrata	3038_54749	h	1
Ndairenensis	2722_91424	h	Ndairenensis	3038_54754	h	1
Kafricana	2722_91421	h	Kafricana	3038_54739	h	1
Knaganishii	2722_91398	h	Knaganishii	3038_54740	h	1
Ndairenensis	296_2581	t	Ndairenensis	297_66856	t	1
Scerevisiae	296_2576	t	Scerevisiae	297_66842	t	1
Knaganishii	296_2572	t	Knaganishii	297_66847	t	1
Kafricana	296_2571	t	Kafricana	297_66853	t	1
Cglabrata	296_2567	t	Cglabrata	297_66841	t	1
node_7	296_2563	t	node_7	297_66838	t	1
Ndairenensis	2943_202192	t	Ndairenensis	2947_123945	h	1
Kafricana	2943_202118	t	Kafricana	2947_123937	h	1
Knaganishii	2791_194959	t	Knaganishii	2793_233627	t	1
Ndairenensis	2791_194946	t	Ndairenensis	2793_233638	t	1
Kafricana	2791_194929	t	Kafricana	2793_233626	t	1
Cglabrata	2791_194918	t	Cglabrata	2793_233621	t	1
Ndairenensis	703_99986	h	Ndairenensis	704_189372	h	1
Kafricana	703_99983	h	Kafricana	704_189368	h	1
Knaganishii	703_99972	h	Knaganishii	704_189369	h	1
Cglabrata	703_99966	h	Cglabrata	704_189364	h	1
Ndairenensis	697_72298	t	Ndairenensis	1828_87263	t	1
Knaganishii	697_72295	t	Knaganishii	1828_87293	t	1
Kafricana	697_72294	t	Kafricana	1828_87292	t	1
Cglabrata	697_72278	t	Cglabrata	1828_87258	t	1
Ndairenensis	2459_75478	t	Ndairenensis	2567_196386	t	1
Knaganishii	2459_75475	t	Knaganishii	2567_196383	t	1
Kafricana	2459_75474	t	Kafricana	2567_196382	t	1
Scerevisiae	2459_75471	t	Scerevisiae	2567_196379	t	1
Cglabrata	2459_75463	t	Cglabrata	2567_196378	t	1
Ndairenensis	1040_79992	t	Ndairenensis	1042_173811	t	1
Knaganishii	1040_79989	t	Knaganishii	1042_173808	t	1
Kafricana	1040_79988	t	Kafricana	1042_173807	t	1
node_10	1040_79987	t	node_10	1042_173806	t	1
node_9	1040_79986	t	node_9	1042_173805	t	1
Scerevisiae	1040_79985	t	Scerevisiae	1042_173804	t	1
Cglabrata	1040_79984	t	Cglabrata	1042_173803	t	1
node_8	1040_79983	t	node_8	1042_173802	t	1
node_7	1040_79982	t	node_7	1042_173801	t	1
Cglabrata	952_157809	t	Cglabrata	1145_209729	h	1
Ndairenensis	952_157803	t	Ndairenensis	1145_209737	h	1
Knaganishii	952_157800	t	Knaganishii	1145_209734	h	1
Kafricana	952_157799	t	Kafricana	1145_209733	h	1
node_10	952_157798	t	node_10	1145_209732	h	1
Scerevisiae	952_157795	t	Scerevisiae	1145_209730	h	1
Ndairenensis	3410_207676	h	Ndairenensis	3411_89346	t	1
Knaganishii	3410_207673	h	Knaganishii	3411_89343	t	1
Kafricana	3410_207672	h	Kafricana	3411_89342	t	1
node_10	3410_207671	h	node_10	3411_89341	t	1
Scerevisiae	3410_207661	h	Scerevisiae	3411_89339	t	1
Cglabrata	3410_207660	h	Cglabrata	3411_89338	t	1
node_8	3410_207659	h	node_8	3411_89337	t	1
Cglabrata	192_194575	t	Cglabrata	741_50638	t	1
Ndairenensis	23_88844	h	Ndairenensis	4871_225257	t	1
Kafricana	23_88827	h	Kafricana	4871_225254	t	1
Cglabrata	3045_118682	h	Cglabrata	3046_46111	t	1
Scerevisiae	3009_88188	t	Scerevisiae	3010_76168	t	1
Knaganishii	2320_89126	h	Knaganishii	4452_54550	t	1
Kafricana	2320_89125	h	Kafricana	4452_54549	t	1
Scerevisiae	2320_89122	h	Scerevisiae	4452_54546	t	1
Cglabrata	2320_89121	h	Cglabrata	4452_54545	t	1
Ndairenensis	4973_121732	t	Ndairenensis	4975_197824	h	1
Scerevisiae	4973_121727	t	Scerevisiae	4975_197784	h	1
Knaganishii	4973_121723	t	Knaganishii	4975_197794	h	1
Kafricana	4973_121722	t	Kafricana	4975_197821	h	1
Cglabrata	4973_121718	t	Cglabrata	4975_197817	h	1
Scerevisiae	4052_188456	h	Scerevisiae	4053_219846	h	1
Kafricana	2541_201219	t	Kafricana	2542_2988	t	1
Ndairenensis	2541_201201	t	Ndairenensis	2542_2996	t	1
Scerevisiae	2541_201196	t	Scerevisiae	2542_2984	t	1
Knaganishii	2541_201180	t	Knaganishii	2542_2989	t	1
Cglabrata	2541_201175	t	Cglabrata	2542_2983	t	1
Knaganishii	3017_140641	t	Knaganishii	3779_206384	t	1
Kafricana	3017_140616	t	Kafricana	3779_206416	t	1
Cglabrata	2678_116038	t	Cglabrata	2679_150821	h	1
Scerevisiae	2678_116007	t	Scerevisiae	2679_150830	h	1
Scerevisiae	2678_116006	t	Scerevisiae	2679_150822	h	1
Cglabrata	61_46630	t	Cglabrata	62_27769	h	1
Knaganishii	61_46598	t	Knaganishii	62_27774	h	1
Knaganishii	3376_219066	t	Knaganishii	4251_81930	t	1
Kafricana	3376_219047	t	Kafricana	4251_81929	t	1
Kafricana	233_26039	h	Kafricana	234_50214	h	1
Cglabrata	233_26035	h	Cglabrata	234_50204	h	1
Scerevisiae	233_26026	h	Scerevisiae	234_50229	h	1
Ndairenensis	1357_119634	h	Ndairenensis	1372_133691	h	1
Ndairenensis	3290_13869	t	Ndairenensis	3608_171745	t	1
Ndairenensis	2505_136948	t	Ndairenensis	2506_117913	t	1
Ndairenensis	2692_34016	t	Ndairenensis	2731_36487	h	1
Knaganishii	3293_189173	h	Knaganishii	3304_85839	h	1
Scerevisiae	3293_189160	h	Scerevisiae	3304_85863	h	1
Ndairenensis	3293_189148	h	Ndairenensis	3304_85870	h	1
Cglabrata	3293_189141	h	Cglabrata	3304_85862	h	1
Ndairenensis	4344_117662	h	Ndairenensis	4347_114984	t	1
Scerevisiae	4344_117657	h	Scerevisiae	4347_114998	t	1
Cglabrata	4344_117656	h	Cglabrata	4347_114997	t	1
Knaganishii	4344_117653	h	Knaganishii	4347_114959	t	1
Kafricana	4344_117652	h	Kafricana	4347_114981	t	1
Scerevisiae	300_59091	h	Scerevisiae	301_43260	h	1
Knaganishii	300_59071	h	Knaganishii	301_43264	h	1
Ndairenensis	2607_115811	h	Ndairenensis	3195_192208	t	1
Ndairenensis	4494_101066	t	Ndairenensis	4496_95531	h	1
Scerevisiae	4494_101061	t	Scerevisiae	4496_95526	h	1
Cglabrata	4494_101060	t	Cglabrata	4496_95535	h	1
Ndairenensis	1530_101644	t	Ndairenensis	3310_139996	t	1
Cglabrata	1360_2403	t	Cglabrata	3856_224845	t	1
Knaganishii	2798_116102	h	Knaganishii	4485_193885	h	1
Cglabrata	886_232286	h	Cglabrata	946_212952	t	1
Knaganishii	1164_228225	h	Knaganishii	2342_117362	h	1
Ndairenensis	1164_228207	h	Ndairenensis	2342_117346	h	1
Kafricana	1164_228204	h	Kafricana	2342_117343	h	1
Scerevisiae	2684_71128	t	Scerevisiae	2685_83004	h	1
Cglabrata	2684_71127	t	Cglabrata	2685_83003	h	1
Ndairenensis	2425_64317	h	Ndairenensis	2426_60368	h	1
Knaganishii	2425_64314	h	Knaganishii	2426_60380	h	1
Kafricana	2425_64313	h	Kafricana	2426_60379	h	1
node_10	2425_64312	h	node_10	2426_60378	h	1
Scerevisiae	2425_64310	h	Scerevisiae	2426_60375	h	1
Cglabrata	2425_64309	h	Cglabrata	2426_60363	h	1
Knaganishii	1990_95500	h	Knaganishii	1996_104966	h	1
Ndairenensis	4616_27712	h	Ndairenensis	4620_32995	h	1
Knaganishii	4616_27709	h	Knaganishii	4620_32992	h	1
Kafricana	4616_27708	h	Kafricana	4620_32991	h	1
node_10	4616_27707	h	node_10	4620_32990	h	1
Scerevisiae	4616_27705	h	Scerevisiae	4620_32982	h	1
Cglabrata	4616_27704	h	Cglabrata	4620_32981	h	1
Ndairenensis	4005_133534	h	Ndairenensis	4596_85265	h	1
Ndairenensis	3646_181835	h	Ndairenensis	3654_39687	h	1
Ndairenensis	200_148862	h	Ndairenensis	201_171467	h	1
Knaganishii	200_148859	h	Knaganishii	201_171464	h	1
Kafricana	200_148858	h	Kafricana	201_171463	h	1
Scerevisiae	200_148855	h	Scerevisiae	201_171432	h	1
Cglabrata	200_148854	h	Cglabrata	201_171431	h	1
Ndairenensis	1918_63156	t	Ndairenensis	2016_209348	t	1
Cglabrata	2167_35537	t	Cglabrata	4572_126455	h	1
Ndairenensis	1485_2020	h	Ndairenensis	3058_18136	h	1
Knaganishii	1485_2017	h	Knaganishii	3058_18133	h	1
Kafricana	1485_2016	h	Kafricana	3058_18132	h	1
Cglabrata	1485_1994	h	Cglabrata	3058_18125	h	1
Cglabrata	3962_234282	t	Cglabrata	3964_197581	h	1
Scerevisiae	3962_234266	t	Scerevisiae	3964_197572	h	1
Cglabrata	2043_18851	t	Cglabrata	2046_24813	h	1
Ndairenensis	3325_178277	h	Ndairenensis	3327_173888	t	1
Ndairenensis	2127_77639	t	Ndairenensis	2848_35875	t	1
Scerevisiae	2365_75685	h	Scerevisiae	2366_232830	h	1
Cglabrata	2365_75684	h	Cglabrata	2366_232797	h	1
Scerevisiae	844_151409	h	Scerevisiae	845_149050	h	1
Cglabrata	1509_38201	h	Cglabrata	3824_215916	h	1
Scerevisiae	1534_143794	t	Scerevisiae	3313_88996	h	1
Cglabrata	1534_143793	t	Cglabrata	3313_88995	h	1
Ndairenensis	3415_83587	t	Ndairenensis	3419_95762	t	1
Knaganishii	3415_83584	t	Knaganishii	3419_95789	t	1
Kafricana	3415_83583	t	Kafricana	3419_95759	t	1
node_9	3415_83581	t	node_9	3419_95756	t	1
Scerevisiae	3415_83580	t	Scerevisiae	3419_95755	t	1
Cglabrata	3415_83579	t	Cglabrata	3419_95784	t	1
Cglabrata	3456_166	t	Cglabrata	3629_104355	t	1
Ndairenensis	2551_48543	h	Ndairenensis	2552_56045	t	1
Knaganishii	2551_48540	h	Knaganishii	2552_56062	t	1
Kafricana	2551_48539	h	Kafricana	2552_56061	t	1
Scerevisiae	2551_48536	h	Scerevisiae	2552_56068	t	1
Ndairenensis	3095_137543	h	Ndairenensis	3098_219954	t	1
Knaganishii	3095_137540	h	Knaganishii	3098_219951	t	1
Kafricana	3095_137539	h	Kafricana	3098_219950	t	1
Scerevisiae	192_194557	t	Scerevisiae	1402_161516	h	1
Knaganishii	192_194547	t	Knaganishii	1402_161512	h	1
Kafricana	192_194538	t	Kafricana	1402_161520	h	1
Ndairenensis	192_194522	t	Ndairenensis	1402_161523	h	1
Ndairenensis	623_27937	t	Ndairenensis	4761_98163	h	1
Cglabrata	623_27913	t	Cglabrata	4761_98141	h	1
Ndairenensis	1218_34313	h	Ndairenensis	3670_52686	t	1
Ndairenensis	367_204586	t	Ndairenensis	370_129314	h	1
Knaganishii	367_204583	t	Knaganishii	370_129311	h	1
Kafricana	367_204582	t	Kafricana	370_129298	h	1
Cglabrata	367_204578	t	Cglabrata	370_129293	h	1
Cglabrata	2172_59733	h	Cglabrata	2174_198859	h	1
Knaganishii	2696_109896	h	Knaganishii	2734_150254	t	1
Kafricana	2696_109895	h	Kafricana	2734_150253	t	1
node_10	2696_109894	h	node_10	2734_150252	t	1
Scerevisiae	2696_109891	h	Scerevisiae	2734_150250	t	1
node_7	2696_109888	h	node_7	2734_150247	t	1
Kafricana	294_214035	h	Kafricana	1139_192280	h	1
Kafricana	2837_34670	h	Kafricana	4948_29321	h	1
Knaganishii	1665_84425	h	Knaganishii	4894_143440	h	1
Cglabrata	1665_84418	h	Cglabrata	4894_143419	h	1
Ndairenensis	1665_84389	h	Ndairenensis	4894_143443	h	1
Scerevisiae	1665_84375	h	Scerevisiae	4894_143436	h	1
Cglabrata	1015_50982	t	Cglabrata	4558_4576	h	1
Knaganishii	730_2139	h	Knaganishii	743_70810	t	1
Scerevisiae	4537_12206	h	Scerevisiae	4538_135975	h	1
Ndairenensis	4537_12182	h	Ndairenensis	4538_135960	h	1
Kafricana	4537_12179	h	Kafricana	4538_135944	h	1
Knaganishii	2139_218125	t	Knaganishii	4903_97096	t	1
Kafricana	2139_218124	t	Kafricana	4903_97064	t	1
Knaganishii	29_1610	t	Knaganishii	30_199924	h	1
Kafricana	29_1609	t	Kafricana	30_199923	h	1
Cglabrata	29_1605	t	Cglabrata	30_199919	h	1
Cglabrata	601_13022	h	Cglabrata	4970_56931	t	1
Ndairenensis	1846_156670	t	Ndairenensis	3134_14571	h	1
Scerevisiae	1631_160244	h	Scerevisiae	1632_93754	h	1
Cglabrata	1631_160243	h	Cglabrata	1632_93766	h	1
Scerevisiae	430_177558	h	Scerevisiae	4329_205289	h	1
Cglabrata	430_177557	h	Cglabrata	4329_205338	h	1
Scerevisiae	2132_199723	t	Scerevisiae	2134_157390	h	1
Cglabrata	3209_184799	t	Cglabrata	3210_42089	t	1
Knaganishii	3209_184788	t	Knaganishii	3210_42094	t	1
Ndairenensis	3209_184768	t	Ndairenensis	3210_42097	t	1
Kafricana	3209_184765	t	Kafricana	3210_42093	t	1
node_9	3209_184762	t	node_9	3210_42091	t	1
Scerevisiae	3209_184761	t	Scerevisiae	3210_42090	t	1
node_7	3209_184758	t	node_7	3210_42087	t	1
Knaganishii	756_79838	t	Knaganishii	1626_127793	h	1
Ndairenensis	756_79822	t	Ndairenensis	1626_127796	h	1
Kafricana	756_79819	t	Kafricana	1626_127792	h	1
Ndairenensis	3027_63873	h	Ndairenensis	3028_128258	t	1
Knaganishii	3027_63870	h	Knaganishii	3028_128255	t	1
Kafricana	3027_63869	h	Kafricana	3028_128254	t	1
node_10	3027_63868	h	node_10	3028_128253	t	1
node_9	3027_63867	h	node_9	3028_128252	t	1
Scerevisiae	3027_63866	h	Scerevisiae	3028_128251	t	1
Cglabrata	3027_63865	h	Cglabrata	3028_128250	t	1
node_8	3027_63864	h	node_8	3028_128249	t	1
Cglabrata	1448_159087	h	Cglabrata	4856_187660	t	1
Ndairenensis	379_33950	t	Ndairenensis	3835_169070	t	1
Cglabrata	1643_208027	t	Cglabrata	4891_164225	t	1
Knaganishii	1643_207988	t	Knaganishii	4891_164230	t	1
Scerevisiae	221_215756	h	Scerevisiae	222_42757	h	1
Cglabrata	221_215755	h	Cglabrata	222_42740	h	1
Ndairenensis	686_96315	t	Ndairenensis	4072_69068	h	1
Knaganishii	686_96312	t	Knaganishii	4072_69057	h	1
Kafricana	686_96311	t	Kafricana	4072_69065	h	1
Ndairenensis	1082_69201	h	Ndairenensis	1083_5016	h	1
Knaganishii	1082_69198	h	Knaganishii	1083_5007	h	1
Kafricana	1082_69197	h	Kafricana	1083_5013	h	1
Scerevisiae	1082_69194	h	Scerevisiae	1083_5002	h	1
Cglabrata	1082_69193	h	Cglabrata	1083_5027	h	1
Kafricana	2178_131196	h	Kafricana	2179_21943	t	1
Cglabrata	2178_131191	h	Cglabrata	2179_21906	t	1
Knaganishii	2178_131187	h	Knaganishii	2179_21936	t	1
Scerevisiae	2178_131182	h	Scerevisiae	2179_21931	t	1
Ndairenensis	2178_131177	h	Ndairenensis	2179_21946	t	1
Ndairenensis	1729_100156	h	Ndairenensis	1730_23132	h	1
Ndairenensis	1729_100155	h	Ndairenensis	1730_23153	h	1
Scerevisiae	1729_100149	h	Scerevisiae	1730_23114	h	1
Knaganishii	1729_100141	h	Knaganishii	1730_23150	h	1
Knaganishii	1729_100140	h	Knaganishii	1730_23129	h	1
Cglabrata	1729_100133	h	Cglabrata	1730_23146	h	1
Scerevisiae	1729_100110	h	Scerevisiae	1730_23115	h	1
Kafricana	1729_100067	h	Kafricana	1730_23137	h	1
Cglabrata	2759_147894	t	Cglabrata	3967_121456	h	1
Kafricana	1248_209051	t	Kafricana	1265_21399	h	1
Kafricana	1005_119195	h	Kafricana	2585_174171	h	1
Ndairenensis	2055_145964	t	Ndairenensis	2056_225058	t	1
Ndairenensis	1388_201820	h	Ndairenensis	1389_221422	h	1
Scerevisiae	1388_201815	h	Scerevisiae	1389_221415	h	1
Knaganishii	1388_201811	h	Knaganishii	1389_221419	h	1
Kafricana	1388_201810	h	Kafricana	1389_221418	h	1
Cglabrata	1388_201806	h	Cglabrata	1389_221414	h	1
Ndairenensis	3732_125076	t	Ndairenensis	3897_142292	h	1
Scerevisiae	1210_160771	h	Scerevisiae	1211_211447	h	1
Cglabrata	1421_233771	t	Cglabrata	3057_64750	t	1
Ndairenensis	3877_187821	h	Ndairenensis	3878_37158	t	1
Knaganishii	90_66174	h	Knaganishii	91_112709	t	1
Kafricana	90_66173	h	Kafricana	91_112727	t	1
Cglabrata	90_66169	h	Cglabrata	91_112722	t	1
Ndairenensis	90_66165	h	Ndairenensis	91_112712	t	1
Scerevisiae	90_66160	h	Scerevisiae	91_112705	t	1
Cglabrata	3391_159315	t	Cglabrata	3392_125870	t	1
Ndairenensis	3391_159303	t	Ndairenensis	3392_125856	t	1
Knaganishii	3391_159292	t	Knaganishii	3392_125897	t	1
Kafricana	3391_159291	t	Kafricana	3392_125896	t	1
Scerevisiae	3391_159274	t	Scerevisiae	3392_125892	t	1
Ndairenensis	3518_209656	h	Ndairenensis	3520_143292	t	1
Knaganishii	1674_138499	h	Knaganishii	4897_204211	h	1
Knaganishii	927_162717	t	Knaganishii	929_77849	h	1
Knaganishii	2320_89146	h	Knaganishii	2331_25642	t	1
Kafricana	2320_89145	h	Kafricana	2331_25641	t	1
Ndairenensis	2320_89139	h	Ndairenensis	2331_25645	t	1
Scerevisiae	2320_89134	h	Scerevisiae	2331_25638	t	1
Ndairenensis	219_76963	t	Ndairenensis	4648_39829	h	1
Ndairenensis	2693_189675	h	Ndairenensis	2694_4830	h	1
Knaganishii	2693_189672	h	Knaganishii	2694_4845	h	1
Scerevisiae	2693_189668	h	Scerevisiae	2694_4840	h	1
Cglabrata	2693_189667	h	Cglabrata	2694_4851	h	1
Cglabrata	4504_63909	h	Cglabrata	4729_144412	h	1
Ndairenensis	4504_63902	h	Ndairenensis	4729_144408	h	1
Knaganishii	4504_63899	h	Knaganishii	4729_144417	h	1
Kafricana	4504_63898	h	Kafricana	4729_144416	h	1
Scerevisiae	3366_227412	t	Scerevisiae	4222_160621	t	1
Cglabrata	3366_227411	t	Cglabrata	4222_160645	t	1
Knaganishii	2242_126984	t	Knaganishii	2243_127759	h	1
Cglabrata	2242_126979	t	Cglabrata	2243_127731	h	1
Ndairenensis	2242_126968	t	Ndairenensis	2243_127738	h	1
Kafricana	2242_126965	t	Kafricana	2243_127735	h	1
Scerevisiae	2242_126961	t	Scerevisiae	2243_127748	h	1
Knaganishii	4337_233872	t	Knaganishii	4733_50026	t	1
Ndairenensis	2891_97408	h	Ndairenensis	4176_223567	t	1
Knaganishii	144_68353	t	Knaganishii	1345_98642	h	1
Kafricana	144_68352	t	Kafricana	1345_98641	h	1
Cglabrata	37_134241	h	Cglabrata	2929_108901	t	1
Scerevisiae	1644_70156	t	Scerevisiae	1645_79342	t	1
Knaganishii	1644_70151	t	Knaganishii	1645_79346	t	1
Cglabrata	1644_70146	t	Cglabrata	1645_79341	t	1
Ndairenensis	1644_70134	t	Ndairenensis	1645_79349	t	1
Kafricana	1644_70131	t	Kafricana	1645_79345	t	1
node_9	1644_70128	t	node_9	1645_79343	t	1
Kafricana	2164_35696	h	Kafricana	2530_88121	t	1
Ndairenensis	3685_157577	h	Ndairenensis	3687_161387	t	1
Ndairenensis	4574_37455	t	Ndairenensis	4848_114677	t	1
Ndairenensis	2432_153561	t	Ndairenensis	2433_17682	h	1
Kafricana	2432_153550	t	Kafricana	2433_17678	h	1
Cglabrata	2432_153545	t	Cglabrata	2433_17674	h	1
Knaganishii	2432_153535	t	Knaganishii	2433_17679	h	1
Scerevisiae	2432_153530	t	Scerevisiae	2433_17675	h	1
Scerevisiae	1708_222870	t	Scerevisiae	1709_214208	t	1
Knaganishii	2922_6548	h	Knaganishii	3345_114915	t	1
Knaganishii	3537_209601	t	Knaganishii	3538_103741	h	1
Kafricana	3537_209600	t	Kafricana	3538_103740	h	1
Ndairenensis	3802_13140	t	Ndairenensis	3803_181961	t	1
Knaganishii	3802_13137	t	Knaganishii	3803_181952	t	1
Kafricana	3802_13136	t	Kafricana	3803_181958	t	1
