CAGL0A00165g CAGL0A00187g
KLLA0D18304g KLLA0D18326g
KLLA0D18326g KLLA0D18348g
KLLA0D18348g KLLA0D18370g
KLLA0D18370g KLLA0D18392g
KLLA0D18392g KLLA0D18414g
KLLA0D18414g KLLA0D18436g
KLLA0D18436g KLLA0D18458g
KLLA0D18458g KLLA0D18480g
KLLA0D18480g KLLA0D18502g
KLLA0D18502g KLLA0D18535g
KLLA0D18535g KLLA0D18557g
KLLA0D18557g Klac_YGOB_Anc_8.398
Klac_YGOB_Anc_8.398 KLLA0D18601g
KLLA0D18601g KLLA0D18623g
KLLA0D18623g KLLA0D18645g
KLLA0D18645g KLLA0D18667g
KLLA0D18667g KLLA0D18689g
KLLA0D18689g KLLA0D18711g
KLLA0D18711g KLLA0D18733g
KLLA0D18733g KLLA0D18755g
KLLA0D18755g KLLA0D18777g
KLLA0D18777g KLLA0D18799g
KLLA0D18799g KLLA0D18821g
KLLA0D18821g KLLA0D18843g
KLLA0D18843g KLLA0D18865g
KLLA0D18865g KLLA0D18887g
KLLA0D18887g KLLA0D18909g
KLLA0D18909g KLLA0D18942g
KLLA0D18942g KLLA0D18964g
KLLA0D18964g KLLA0D18986g
KLLA0D18986g KLLA0D19008g
KLLA0D19008g KLLA0D19041g
KLLA0D19041g KLLA0D19063g
KLLA0D19063g Klac_YGOB_Anc_2.39b
Klac_YGOB_Anc_2.39b Klac_YGOB_Anc_2.39 overlap
Klac_YGOB_Anc_2.39 KLLA0D19118g
KLLA0D19118g KLLA0D19129g
KLLA0D19129g KLLA0D19140g
KLLA0D19140g KLLA0D19162g
KLLA0D19162g KLLA0D19184g
KLLA0D19184g KLLA0D19206g
KLLA0D19206g KLLA0D19228g
KLLA0D19228g KLLA0D19250g
KLLA0D19250g KLLA0D19272g
KLLA0D19272g KLLA0D19294g
KLLA0D19294g KLLA0D19316g
KLLA0D19316g KLLA0D19338g
KLLA0D19338g KLLA0D19360g
KLLA0D19360g KLLA0D19382g
KLLA0D19382g KLLA0D19404g
KLLA0D19404g KLLA0D19426g
KLLA0D19426g KLLA0D19448g
KLLA0D19448g KLLA0D19470g
KLLA0D19470g KLLA0D19492g
KLLA0D19492g KLLA0D19514g
KLLA0D19514g KLLA0D19536g
KLLA0D19536g KLLA0D19558g
KLLA0D19558g KLLA0D19580g
KLLA0D19580g KLLA0D19602g
KLLA0D19602g KLLA0D19624g
KLLA0D19624g KLLA0D19646g
KLLA0D19646g Klac_YGOB_Anc_2.12
Klac_YGOB_Anc_2.12 KLLA0D19701g
KLLA0D19701g KLLA0D19723g
KLLA0D19723g KLLA0D19745g
KLLA0D19745g KLLA0D19767g
KLLA0D19767g KLLA0D19789g
KLLA0D19789g KLLA0D19811g
KLLA0D19811g KLLA0D19833g
KLLA0D19833g KLLA0D19855g
KLLA0D19855g KLLA0D19877g
KLLA0D19877g KLLA0D19899g
KLLA0D19899g KLLA0D19921g
KLLA0D19921g KLLA0D19929g
KLLA0D19929g KLLA0D19933g
KLLA0D19933g KLLA0D19941g
KLLA0D19941g KLLA0D19945g
KLLA0D19945g KLLA0D19949g
KLLA0D19949g KLLA0D19953g
KLLA0D19953g KLLA0D19957g
KLLA0D19957g KLLA0D19965g
KLLA0D19965g KLLA0D19987g
KLLA0D19987g KLLA0D20009g
KLLA0D20009g KLLA0D20031g
KLLA0E00111g KLLA0E00133g
KLLA0E00133g KLLA0E00155g
KLLA0E00155g KLLA0E00177g
KLLA0E00177g KLLA0E00221g
KLLA0E00221g KLLA0E00243g
KLLA0E00243g KLLA0E00265g
KLLA0E00265g KLLA0E00287g
KLLA0E00287g KLLA0E00309g
KLLA0E00309g KLLA0E00397g
KLLA0E00397g KLLA0E00419g
KLLA0E00419g KLLA0E00441g
KLLA0E00441g KLLA0E00463g
KLLA0E00463g KLLA0E00485g
KLLA0E00485g KLLA0E00507g
KLLA0E00507g KLLA0E00529g
KLLA0E00529g KLLA0E00551g
KLLA0E00551g KLLA0E00573g
KLLA0E00573g KLLA0E00595g
KLLA0E00595g KLLA0E00617g
KLLA0E00617g KLLA0E00639g
KLLA0E00639g KLLA0E00661g
KLLA0E00661g KLLA0E00683g
KLLA0E00683g KLLA0E00705g
KLLA0E00705g KLLA0E00727g
KLLA0E00727g KLLA0E00749g
KLLA0E00749g KLLA0E00771g
KLLA0E00771g KLLA0E00793g
KLLA0E00793g KLLA0E00815g
KLLA0E00815g KLLA0E00837g
KLLA0E00837g KLLA0E00859g
KLLA0E00859g KLLA0E00881g
KLLA0E00881g KLLA0E00903g
KLLA0E00903g KLLA0E00925g
KLLA0E00925g KLLA0E00947g
KLLA0E00947g KLLA0E00969g
KLLA0E00969g KLLA0E00991g
KLLA0E00991g KLLA0E01013g
KLLA0E01013g KLLA0E01035g
KLLA0E01035g KLLA0E01057g
KLLA0E01057g KLLA0E01079g
KLLA0E01079g KLLA0E01101g
KLLA0E01101g KLLA0E01145g
KLLA0E01145g KLLA0E01167g
KLLA0E01167g KLLA0E01189g
KLLA0E01189g KLLA0E01211g
KLLA0E01211g KLLA0E01233g
KLLA0E01233g KLLA0E01255g
KLLA0E01255g KLLA0E01277g
KLLA0E01277g KLLA0E01299g
KLLA0E01299g KLLA0E01321g
KLLA0E01321g KLLA0E01343g
KLLA0E01343g KLLA0E01365g
KLLA0E01365g KLLA0E01387g
KLLA0E01387g KLLA0E01409g
KLLA0E01409g KLLA0E01431g
KLLA0E01431g KLLA0E01453g
KLLA0E01453g KLLA0E01475g
KLLA0E01475g KLLA0E01497g
KLLA0E01497g KLLA0E01541g
KLLA0E01541g KLLA0E01563g
KLLA0E01563g KLLA0E01585g
KLLA0E01585g KLLA0E01607g
KLLA0E01607g KLLA0E01629g
KLLA0E01629g KLLA0E01651g
KLLA0E01651g KLLA0E01673g
KLLA0E01673g KLLA0E01695g
KLLA0E01695g KLLA0E01717g
KLLA0E01717g KLLA0E01739g
KLLA0E01739g KLLA0E01761g
KLLA0E01761g KLLA0E01783g
KLLA0E01783g KLLA0E01805g
KLLA0E01805g KLLA0E01827g
KLLA0E01827g KLLA0E01849g
KLLA0E01849g KLLA0E01871g
KLLA0E01871g KLLA0E01893g
KLLA0E01893g KLLA0E01915g
KLLA0E01915g KLLA0E01937g
KLLA0E01937g KLLA0E01959g
KLLA0E01959g KLLA0E01981g
KLLA0E01981g KLLA0E02003g
KLLA0E02003g KLLA0E02025g
KLLA0E02025g KLLA0E02047g
KLLA0E02047g KLLA0E02069g
KLLA0E02069g KLLA0E02091g
KLLA0E02091g KLLA0E02113g
KLLA0E02113g KLLA0E02135g
KLLA0E02135g KLLA0E02157g
KLLA0E02157g KLLA0E02179g
KLLA0E02179g KLLA0E02201g
KLLA0E02201g KLLA0E02223g
KLLA0E02223g KLLA0E02245g
KLLA0E02245g KLLA0E02267g
KLLA0E02267g KLLA0E02289g
KLLA0E02289g KLLA0E02311g
KLLA0E02311g KLLA0E02333g
KLLA0E02333g KLLA0E02355g
KLLA0E02355g KLLA0E02377g
KLLA0E02377g KLLA0E02399g
KLLA0E02399g KLLA0E02421g
KLLA0E02421g KLLA0E02443g
KLLA0E02443g KLLA0E02465g
KLLA0E02465g KLLA0E02487g
KLLA0E02487g KLLA0E02509g
KLLA0E02509g KLLA0E02531g
KLLA0E02531g KLLA0E02553g
KLLA0E02553g KLLA0E02575g
KLLA0E02575g KLLA0E02597g
KLLA0E02597g KLLA0E02619g
KLLA0E02619g KLLA0E02641g
KLLA0E02641g KLLA0E02663g
KLLA0E02663g KLLA0E02685g
KLLA0E02685g KLLA0E02707g
KLLA0E02707g KLLA0E02729g
KLLA0E02729g KLLA0E02751g
KLLA0E02751g KLLA0E02773g
KLLA0E02773g KLLA0E02795g
KLLA0E02795g KLLA0E02817g
KLLA0E02817g KLLA0E02839g
KLLA0E02839g KLLA0E02861g
KLLA0E02861g KLLA0E02883g
KLLA0E02883g KLLA0E02905g
KLLA0E02905g KLLA0E02927g
KLLA0E02927g KLLA0E02949g
KLLA0E02949g KLLA0E02971g
KLLA0E02971g KLLA0E02993g
KLLA0E02993g KLLA0E03015g
KLLA0E03015g KLLA0E03037g
KLLA0E03037g KLLA0E03059g
KLLA0E03059g KLLA0E03081g
KLLA0E03081g KLLA0E03103g
KLLA0E03103g KLLA0E03125g
KLLA0E03125g KLLA0E03147g
KLLA0E03147g KLLA0E03169g
KLLA0E03169g KLLA0E03191g
KLLA0E03191g KLLA0E03213g
KLLA0E03213g KLLA0E03235g
KLLA0E03235g KLLA0E03257g
KLLA0E03257g KLLA0E03279g
KLLA0E03279g KLLA0E03301g
KLLA0E03301g KLLA0E03323g
KLLA0E03323g KLLA0E03345g overlap
KLLA0E03345g KLLA0E03367g
KLLA0E03367g KLLA0E03411g
KLLA0E03411g KLLA0E03433g
KLLA0E03433g KLLA0E03455g
KLLA0E03455g KLLA0E03477g
KLLA0E03477g KLLA0E03499g
KLLA0E03499g KLLA0E03521g
KLLA0E03521g KLLA0E03543g
KLLA0E03543g KLLA0E03565g
KLLA0E03565g KLLA0E03587g
KLLA0E03587g KLLA0E03609g
KLLA0E03609g KLLA0E03631g
KLLA0E03631g KLLA0E03653g
KLLA0E03653g KLLA0E03675g
KLLA0E03675g KLLA0E03697g
KLLA0E03697g KLLA0E03719g
KLLA0E03719g KLLA0E03763g
KLLA0E03763g KLLA0E03785g
KLLA0E03785g KLLA0E03807g
KLLA0E03807g KLLA0E03829g
KLLA0E03829g KLLA0E03851g
KLLA0E03851g KLLA0E03873g
KLLA0E03873g KLLA0E03895g
KLLA0E03895g KLLA0E03917g
KLLA0E03917g KLLA0E03939g
KLLA0E03939g KLLA0E03961g overlap
KLLA0E03961g KLLA0E03983g
KLLA0E03983g KLLA0E04005g
KLLA0E04005g KLLA0E04027g
KLLA0E04027g KLLA0E04049g
KLLA0E04049g KLLA0E04071g
KLLA0E04071g KLLA0E04093g
KLLA0E04093g KLLA0E04115g
KLLA0E04115g KLLA0E04137g
KLLA0E04137g KLLA0E04159g
KLLA0E04159g KLLA0E04181g
KLLA0E04181g KLLA0E04203g
KLLA0E04203g KLLA0E04225g
KLLA0E04225g KLLA0E04247g
KLLA0E04247g Klac_YGOB_MEI4
Klac_YGOB_MEI4 KLLA0E04269g
KLLA0E04269g KLLA0E04291g
KLLA0E04291g KLLA0E04313g
KLLA0E04313g KLLA0E04335g
KLLA0E04335g KLLA0E04357g
KLLA0E04357g KLLA0E04379g
KLLA0E04379g KLLA0E04401g
KLLA0E04401g KLLA0E04423g
KLLA0E04423g KLLA0E04445g
KLLA0E04445g KLLA0E04467g
KLLA0E04467g KLLA0E04489g
KLLA0E04489g KLLA0E04511g
KLLA0E04511g KLLA0E04533g
KLLA0E04533g KLLA0E04555g
KLLA0E04555g KLLA0E04577g
KLLA0E04577g KLLA0E04599g
KLLA0E04599g KLLA0E04621g
KLLA0E04621g KLLA0E04643g
KLLA0E04643g KLLA0E04665g
KLLA0E04665g KLLA0E04687g
KLLA0E04687g KLLA0E04709g
KLLA0E04709g KLLA0E04731g
KLLA0E04731g KLLA0E04753g
KLLA0E04753g KLLA0E04775g
KLLA0E04775g KLLA0E04797g
KLLA0E04797g KLLA0E04819g
KLLA0E04819g KLLA0E04841g
KLLA0E04841g KLLA0E04863g
KLLA0E04863g KLLA0E04885g
KLLA0E04885g KLLA0E04907g
KLLA0E04907g KLLA0E04929g
KLLA0E04929g Klac_YGOB_Anc_4.253a
Klac_YGOB_Anc_4.253a KLLA0E04973g
KLLA0E04973g KLLA0E04995g
KLLA0E04995g KLLA0E05017g
KLLA0E05017g KLLA0E05039g
KLLA0E05039g KLLA0E05061g
KLLA0E05061g KLLA0E05083g
KLLA0E05083g KLLA0E05105g
KLLA0E05105g KLLA0E05127g
KLLA0E05127g KLLA0E05149g
KLLA0E05149g KLLA0E05171g
KLLA0E05171g KLLA0E05193g
KLLA0E05193g KLLA0E05215g
KLLA0E05215g KLLA0E05237g
KLLA0E05237g KLLA0E05259g
KLLA0E05259g KLLA0E05281g
KLLA0E05281g KLLA0E05303g
KLLA0E05303g KLLA0E05325g
KLLA0E05325g KLLA0E05347g
KLLA0E05347g KLLA0E05369g
KLLA0E05369g KLLA0E05391g
KLLA0E05391g KLLA0E05413g
KLLA0E05413g KLLA0E05435g
KLLA0E05435g KLLA0E05457g
KLLA0E05457g KLLA0E05479g
KLLA0E05479g KLLA0E05501g
KLLA0E05501g KLLA0E05523g
KLLA0E05523g KLLA0E05545g
KLLA0E05545g KLLA0E05567g
KLLA0E05567g Klac_YGOB_Anc_7.478
Klac_YGOB_Anc_7.478 KLLA0E05589g
KLLA0E05589g KLLA0E05611g
KLLA0E05611g KLLA0E05633g
KLLA0E05633g KLLA0E05655g
KLLA0E05655g KLLA0E05677g
KLLA0E05677g KLLA0E05699g
KLLA0E05699g KLLA0E05721g
KLLA0E05721g KLLA0E05743g
KLLA0E05743g KLLA0E05765g
KLLA0E05765g KLLA0E05787g
KLLA0E05787g KLLA0E05809g
KLLA0E05809g KLLA0E05831g
KLLA0E05831g KLLA0E05853g
KLLA0E05853g KLLA0E05875g
KLLA0E05875g KLLA0E05897g
KLLA0E05897g KLLA0E05919g
KLLA0E05919g KLLA0E05941g
KLLA0E05941g KLLA0E05963g
KLLA0E05963g KLLA0E05985g
KLLA0E05985g KLLA0E06007g
KLLA0E06007g KLLA0E06029g
KLLA0E06029g KLLA0E06051g
KLLA0E06051g KLLA0E06073g
KLLA0E06073g KLLA0E06095g
KLLA0E06095g KLLA0E06117g
KLLA0E06117g KLLA0E06139g
KLLA0E06139g KLLA0E06161g
KLLA0E06161g KLLA0E06183g
KLLA0E06183g KLLA0E06205g
KLLA0E06205g Klac_YGOB_Anc_7.453
Klac_YGOB_Anc_7.453 KLLA0E06227g
KLLA0E06227g KLLA0E06249g
KLLA0E06249g KLLA0E06271g
KLLA0E06271g KLLA0E06293g
KLLA0E06293g KLLA0E06315g
KLLA0E06315g KLLA0E06337g
KLLA0E06337g KLLA0E06359g
KLLA0E06359g KLLA0E06381g
KLLA0E06381g KLLA0E06403g
KLLA0E06403g KLLA0E06425g
KLLA0E06425g KLLA0E06447g
KLLA0E06447g KLLA0E06469g
KLLA0E06469g KLLA0E06491g
KLLA0E06491g KLLA0E06513g
KLLA0E06513g KLLA0E06535g
KLLA0E06535g KLLA0E06557g
KLLA0E06557g KLLA0E06579g
KLLA0E06579g KLLA0E06601g
KLLA0E06601g KLLA0E06645g
KLLA0E06645g KLLA0E06667g
KLLA0E06667g KLLA0E06689g
KLLA0E06689g KLLA0E06711g
KLLA0E06711g KLLA0E06733g
KLLA0E06733g KLLA0E06755g
KLLA0E06755g KLLA0E06777g
KLLA0E06777g KLLA0E06799g
KLLA0E06799g KLLA0E06821g
KLLA0E06821g KLLA0E06843g
KLLA0E06843g KLLA0E06865g
KLLA0E06865g KLLA0E06887g
KLLA0E06887g KLLA0E06909g
KLLA0E06909g KLLA0E06931g
KLLA0E06931g KLLA0E06953g
KLLA0E06953g KLLA0E06975g
KLLA0E06975g KLLA0E06997g
KLLA0E06997g KLLA0E07019g
KLLA0E07019g KLLA0E07041g
KLLA0E07041g KLLA0E07063g
KLLA0E07063g KLLA0E07085g
KLLA0E07085g KLLA0E07107g
KLLA0E07107g KLLA0E07129g
KLLA0E07129g KLLA0E07151g
KLLA0E07151g KLLA0E07173g
KLLA0E07173g KLLA0E07195g
KLLA0E07195g KLLA0E07217g
KLLA0E07217g KLLA0E07239g
KLLA0E07239g KLLA0E07261g
KLLA0E07261g KLLA0E07283g
KLLA0E07283g KLLA0E07305g
KLLA0E07305g KLLA0E07327g
KLLA0E07327g KLLA0E07349g overlap
KLLA0E07349g KLLA0E07371g
KLLA0E07371g KLLA0E07393g
KLLA0E07393g KLLA0E07415g
KLLA0E07415g KLLA0E07437g
KLLA0E07437g KLLA0E07459g
KLLA0E07459g KLLA0E07481g
KLLA0E07481g KLLA0E07503g
KLLA0E07503g KLLA0E07525g
KLLA0E07525g KLLA0E07547g
KLLA0E07547g KLLA0E07569g
KLLA0E07569g KLLA0E07591g
KLLA0E07591g KLLA0E07613g
KLLA0E07613g KLLA0E07635g
KLLA0E07635g KLLA0E07657g
KLLA0E07657g KLLA0E07679g overlap
KLLA0E07679g KLLA0E07701g
KLLA0E07701g KLLA0E07723g
KLLA0E07723g KLLA0E07745g
KLLA0E07745g KLLA0E07767g
KLLA0E07767g KLLA0E07789g overlap
KLLA0E07789g KLLA0E07811g
KLLA0E07811g KLLA0E07833g
KLLA0E07833g KLLA0E07855g
KLLA0E07855g KLLA0E07877g
KLLA0E07877g KLLA0E07899g
KLLA0E07899g KLLA0E07921g
KLLA0E07921g KLLA0E07943g
KLLA0E07943g KLLA0E07965g
KLLA0E07965g KLLA0E07987g
KLLA0E07987g KLLA0E08009g
KLLA0E08009g KLLA0E08031g
KLLA0E08031g KLLA0E08053g
KLLA0E08053g KLLA0E08075g
KLLA0E08075g KLLA0E08097g
KLLA0E08097g KLLA0E08119g
KLLA0E08119g KLLA0E08141g
KLLA0E08141g KLLA0E08163g
KLLA0E08163g KLLA0E08207g
KLLA0E08207g KLLA0E08229g
KLLA0E08229g KLLA0E08251g
KLLA0E08251g KLLA0E08273g
KLLA0E08273g KLLA0E08295g
KLLA0E08295g KLLA0E08317g
KLLA0E08317g KLLA0E08339g
KLLA0E08339g KLLA0E08361g
KLLA0E08361g KLLA0E08383g
KLLA0E08383g KLLA0E08405g
KLLA0E08405g KLLA0E08449g
KLLA0E08449g KLLA0E08471g
KLLA0E08471g KLLA0E08493g
KLLA0E08493g KLLA0E08515g
KLLA0E08515g KLLA0E08537g
KLLA0E08537g KLLA0E08559g
KLLA0E08559g KLLA0E08581g
KLLA0E08581g KLLA0E08603g
KLLA0E08603g KLLA0E08625g
KLLA0E08625g KLLA0E08647g
KLLA0E08647g KLLA0E08669g
KLLA0E08669g KLLA0E08691g
KLLA0E08691g KLLA0E08713g
KLLA0E08713g KLLA0E08735g
KLLA0E08735g KLLA0E08757g
KLLA0E08757g KLLA0E08779g
KLLA0E08779g KLLA0E08801g
KLLA0E08801g KLLA0E08823g
KLLA0E08823g KLLA0E08845g
KLLA0E08845g KLLA0E08867g
KLLA0E08867g KLLA0E08889g
KLLA0E08889g KLLA0E08911g
KLLA0E08911g KLLA0E08933g
KLLA0E08933g KLLA0E08955g
KLLA0E08955g KLLA0E08977g
KLLA0E08977g KLLA0E08999g
KLLA0E08999g KLLA0E09021g
KLLA0E09021g KLLA0E09043g
KLLA0E09043g KLLA0E09065g
KLLA0E09065g KLLA0E09087g
KLLA0E09087g KLLA0E09109g
KLLA0E09109g KLLA0E09131g
KLLA0E09131g KLLA0E09153g
KLLA0E09153g KLLA0E09175g
KLLA0E09175g KLLA0E09197g
KLLA0E09197g KLLA0E09219g
KLLA0E09219g KLLA0E09241g
KLLA0E09241g KLLA0E09263g
KLLA0E09263g KLLA0E09285g
KLLA0E09285g KLLA0E09307g
KLLA0E09307g KLLA0E09329g
KLLA0E09329g KLLA0E09351g
KLLA0E09351g KLLA0E09373g
KLLA0E09373g KLLA0E09395g
KLLA0E09395g KLLA0E09417g
KLLA0E09417g KLLA0E09439g
KLLA0E09439g KLLA0E09461g
KLLA0E09461g KLLA0E09483g
KLLA0E09483g KLLA0E09505g
KLLA0E09505g KLLA0E09527g
KLLA0E09527g KLLA0E09549g
KLLA0E09549g KLLA0E09571g
KLLA0E09571g KLLA0E09593g
KLLA0E09593g KLLA0E09615g
KLLA0E09615g KLLA0E09637g
KLLA0E09637g KLLA0E09681g
KLLA0E09681g KLLA0E09703g
KLLA0E09703g KLLA0E09725g
KLLA0E09725g KLLA0E09747g
KLLA0E09747g KLLA0E09769g
KLLA0E09769g KLLA0E09791g
KLLA0E09791g KLLA0E09813g
KLLA0E09813g KLLA0E09835g
KLLA0E09835g KLLA0E09857g
KLLA0E09857g KLLA0E09879g
KLLA0E09879g KLLA0E09901g
KLLA0E09901g KLLA0E09923g
KLLA0E09923g KLLA0E09945g
KLLA0E09945g KLLA0E09967g
KLLA0E09967g KLLA0E09989g
KLLA0E09989g KLLA0E10011g
KLLA0E10011g KLLA0E10033g
KLLA0E10033g KLLA0E10055g
KLLA0E10055g KLLA0E10077g
KLLA0E10077g KLLA0E10099g
KLLA0E10099g KLLA0E10121g
KLLA0E10121g KLLA0E10143g
KLLA0E10143g KLLA0E10165g
KLLA0E10165g KLLA0E10187g
KLLA0E10187g KLLA0E10209g
KLLA0E10209g KLLA0E10231g
KLLA0E10231g KLLA0E10253g
KLLA0E10253g KLLA0E10275g
KLLA0E10275g KLLA0E10297g
KLLA0E10297g KLLA0E10319g
KLLA0E10319g KLLA0E10341g
KLLA0E10341g KLLA0E10363g
KLLA0E10363g KLLA0E10385g
KLLA0E10385g KLLA0E10407g
KLLA0E10407g KLLA0E10429g
KLLA0E10429g KLLA0E10451g
KLLA0E10451g KLLA0E10473g
KLLA0E10473g KLLA0E10495g
KLLA0E10495g KLLA0E10517g
KLLA0E10517g KLLA0E10539g
KLLA0E10539g KLLA0E10561g
KLLA0E10561g KLLA0E10583g
KLLA0E10583g KLLA0E10605g
KLLA0E10605g KLLA0E10627g
KLLA0E10627g KLLA0E10649g
KLLA0E10649g KLLA0E10671g
KLLA0E10671g KLLA0E10693g
KLLA0E10693g KLLA0E10715g
KLLA0E10715g KLLA0E10737g
KLLA0E10737g KLLA0E10781g
KLLA0E10781g KLLA0E10803g
KLLA0E10803g KLLA0E10825g
KLLA0E10825g KLLA0E10847g
KLLA0E10847g KLLA0E10869g
KLLA0E10869g KLLA0E10891g
KLLA0E10891g KLLA0E10913g
KLLA0E10913g KLLA0E10935g
KLLA0E10935g Klac_YGOB_Anc_4.81
Klac_YGOB_Anc_4.81 KLLA0E11001g
KLLA0E11001g KLLA0E11023g
KLLA0E11023g KLLA0E11045g
KLLA0E11045g KLLA0E11067g
KLLA0E11067g KLLA0E11089g
KLLA0E11089g KLLA0E11111g
KLLA0E11111g KLLA0E11133g
KLLA0E11133g KLLA0E11155g
KLLA0E11155g KLLA0E11177g
KLLA0E11177g KLLA0E11199g
KLLA0E11199g KLLA0E11221g
KLLA0E11221g KLLA0E11243g
KLLA0E11243g KLLA0E11265g
KLLA0E11265g KLLA0E11287g
KLLA0E11287g KLLA0E11309g
KLLA0E11309g KLLA0E11331g
KLLA0E11331g KLLA0E11353g
KLLA0E11353g KLLA0E11375g
KLLA0E11375g KLLA0E11397g
KLLA0E11397g KLLA0E11419g
KLLA0E11419g KLLA0E11441g
KLLA0E11441g KLLA0E11485g
KLLA0E11485g KLLA0E11507g
KLLA0E11507g KLLA0E11529g
KLLA0E11529g KLLA0E11551g
KLLA0E11551g KLLA0E11573g
KLLA0E11573g KLLA0E11595g
KLLA0E11595g KLLA0E11617g
KLLA0E11617g KLLA0E11639g
KLLA0E11639g KLLA0E11661g
KLLA0E11661g KLLA0E11683g
KLLA0E11683g KLLA0E11705g
KLLA0E11705g KLLA0E11727g
KLLA0E11727g KLLA0E11771g
KLLA0E11771g KLLA0E11793g
KLLA0E11793g KLLA0E11815g
KLLA0E11815g KLLA0E11837g
KLLA0E11837g KLLA0E11859g
KLLA0E11859g KLLA0E11881g
KLLA0E11881g KLLA0E11903g
KLLA0E11903g KLLA0E11925g
KLLA0E11925g KLLA0E11947g
KLLA0E11947g KLLA0E12013g
KLLA0E12013g KLLA0E12035g
KLLA0E12035g KLLA0E12057g
KLLA0E12057g KLLA0E12079g
KLLA0E12079g KLLA0E12101g
KLLA0E12101g KLLA0E12123g
KLLA0E12123g KLLA0E12145g
KLLA0E12145g KLLA0E12167g
KLLA0E12167g KLLA0E12189g
KLLA0E12189g KLLA0E12211g
KLLA0E12211g KLLA0E12233g
KLLA0E12233g KLLA0E12255g
KLLA0E12255g KLLA0E12277g
KLLA0E12277g KLLA0E12321g
KLLA0E12321g KLLA0E12343g
KLLA0E12343g KLLA0E12365g
KLLA0E12365g KLLA0E12387g
KLLA0E12387g KLLA0E12409g
KLLA0E12409g KLLA0E12431g
KLLA0E12431g KLLA0E12453g
KLLA0E12453g Klac_YGOB_YBL026W-A
Klac_YGOB_YBL026W-A KLLA0E12475g
KLLA0E12475g KLLA0E12497g
KLLA0E12497g KLLA0E12519g
KLLA0E12519g KLLA0E12541g
KLLA0E12541g KLLA0E12563g
KLLA0E12563g KLLA0E12585g
KLLA0E12585g KLLA0E12607g
KLLA0E12607g KLLA0E12629g
KLLA0E12629g KLLA0E12651g
KLLA0E12651g KLLA0E12673g
KLLA0E12673g KLLA0E12695g
KLLA0E12695g KLLA0E12717g
KLLA0E12717g KLLA0E12739g
KLLA0E12739g KLLA0E12761g
KLLA0E12761g KLLA0E12783g
KLLA0E12783g KLLA0E12805g
KLLA0E12805g KLLA0E12827g
KLLA0E12827g KLLA0E12849g
KLLA0E12849g KLLA0E12871g
KLLA0E12871g KLLA0E12893g
KLLA0E12893g KLLA0E12915g
KLLA0E12915g KLLA0E12937g
KLLA0E12937g KLLA0E12959g
KLLA0E12959g Klac_YGOB_MFA1
Klac_YGOB_MFA1 KLLA0E12981g
KLLA0E12981g KLLA0E13003g
KLLA0E13003g KLLA0E13025g
KLLA0E13025g KLLA0E13047g
KLLA0E13047g KLLA0E13069g
KLLA0E13069g KLLA0E13091g
KLLA0E13091g KLLA0E13113g
KLLA0E13113g KLLA0E13135g
KLLA0E13135g KLLA0E13157g
KLLA0E13157g KLLA0E13179g
KLLA0E13179g KLLA0E13201g
KLLA0E13201g KLLA0E13223g
KLLA0E13223g KLLA0E13267g
KLLA0E13267g KLLA0E13289g
KLLA0E13289g KLLA0E13311g
KLLA0E13311g KLLA0E13333g
KLLA0E13333g KLLA0E13355g
KLLA0E13355g KLLA0E13377g
KLLA0E13377g KLLA0E13399g
KLLA0E13399g KLLA0E13421g
KLLA0E13421g KLLA0E13443g
KLLA0E13443g KLLA0E13465g
KLLA0E13465g KLLA0E13487g
KLLA0E13487g KLLA0E13509g
KLLA0E13509g KLLA0E13531g
KLLA0E13531g KLLA0E13553g
KLLA0E13553g KLLA0E13575g
KLLA0E13575g KLLA0E13597g
KLLA0E13597g KLLA0E13619g
KLLA0E13619g KLLA0E13641g
KLLA0E13641g KLLA0E13663g
KLLA0E13663g KLLA0E13685g
KLLA0E13685g KLLA0E13707g
KLLA0E13707g KLLA0E13729g
KLLA0E13729g KLLA0E13751g
KLLA0E13751g KLLA0E13773g
KLLA0E13773g KLLA0E13795g
KLLA0E13795g KLLA0E13817g
KLLA0E13817g KLLA0E13839g
KLLA0E13839g KLLA0E13861g
KLLA0E13861g KLLA0E13883g
KLLA0E13883g KLLA0E13905g
KLLA0E13905g KLLA0E13927g
KLLA0E13927g KLLA0E13949g
KLLA0E13949g KLLA0E13971g
KLLA0E13971g KLLA0E13993g
KLLA0E13993g KLLA0E14015g
KLLA0E14015g KLLA0E14037g
KLLA0E14037g KLLA0E14059g
KLLA0E14059g KLLA0E14103g
KLLA0E14103g KLLA0E14125g
KLLA0E14125g KLLA0E14147g
KLLA0E14147g KLLA0E14169g
KLLA0E14169g KLLA0E14191g
KLLA0E14191g KLLA0E14213g
KLLA0E14213g KLLA0E14235g
KLLA0E14235g KLLA0E14257g
KLLA0E14257g KLLA0E14301g
KLLA0E14301g KLLA0E14323g
KLLA0E14323g KLLA0E14345g
KLLA0E14345g KLLA0E14367g
KLLA0E14367g KLLA0E14389g
KLLA0E14389g KLLA0E14411g
KLLA0E14411g KLLA0E14433g
KLLA0E14433g KLLA0E14477g
KLLA0E14477g KLLA0E14499g
KLLA0E14499g KLLA0E14543g
KLLA0E14543g KLLA0E14587g
KLLA0E14587g KLLA0E14609g
KLLA0E14609g KLLA0E14631g
KLLA0E14631g KLLA0E14653g
KLLA0E14653g KLLA0E14675g
