CAGL0A00649g CAGL0A00715g
KLTH0B00506g KLTH0B00528g
KLTH0B00528g KLTH0B00550g
KLTH0B00550g KLTH0B00572g
KLTH0B00572g KLTH0B00594g
KLTH0B00594g KLTH0B00616g
KLTH0B00616g KLTH0B00704g
KLTH0B00704g KLTH0B00770g
KLTH0B00770g KLTH0B00836g
KLTH0B05038g KLTH0B05060g
Kthe_YGOB_Kwal_33.14517 KLTH0B06688g
KLTH0B06688g KLTH0B06710g
KLTH0B09262g KLTH0B09284g
KLTH0B10032g KLTH0B10054g
KLTH0B10054g KLTH0B10076g
KLTH0B10076g KLTH0B10098g
KLTH0B10098g KLTH0B10142g
KLTH0B10142g KLTH0B10164g
KLTH0B10164g KLTH0B10186g
KLTH0B10186g KLTH0B10230g
KLTH0B10230g KLTH0B10252g
KLTH0B10252g KLTH0B10274g
KLTH0B10274g KLTH0B10296g
KLTH0B10296g KLTH0B10318g
KLTH0B10318g KLTH0B10340g
KLTH0B10340g KLTH0B10384g
KLTH0B10384g KLTH0B10428g
KLTH0B10428g KLTH0B10450g
KLTH0B10450g KLTH0B10472g
KLTH0B10472g KLTH0B10494g
KLTH0C00220g KLTH0C00264g
KLTH0C00264g KLTH0C00286g
KLTH0C00374g KLTH0C00396g
KLTH0C00396g KLTH0C00418g
KLTH0C00418g KLTH0C00440g
KLTH0C00440g KLTH0C00462g
KLTH0C01716g KLTH0C01738g
KLTH0C07700g KLTH0C07722g
KLTH0C07722g KLTH0C07744g
KLTH0C07744g KLTH0C07766g
KLTH0C09702g KLTH0C09724g
KLTH0C10120g KLTH0C10142g
KLTH0C10142g KLTH0C10164g
KLTH0C10494g KLTH0C10516g
KLTH0C10516g KLTH0C10538g
KLTH0C11770g KLTH0C11836g
KLTH0C11836g KLTH0C11858g
KLTH0C11858g KLTH0C11880g
KLTH0C11924g KLTH0C11946g
KLTH0C11946g KLTH0C11968g
KLTH0D00110g KLTH0D00132g
KLTH0D00132g KLTH0D00198g
KLTH0D00198g KLTH0D00220g
KLTH0D00220g KLTH0D00242g
KLTH0D00242g KLTH0D00264g
KLTH0D00264g KLTH0D00308g
KLTH0D00308g KLTH0D00374g
KLTH0D00374g KLTH0D00396g
KLTH0D00396g KLTH0D00418g
KLTH0D00418g KLTH0D00440g
KLTH0D00440g KLTH0D00484g
KLTH0D00484g KLTH0D00506g
Kthe_YGOB_Kwal_26.6893 Kthe_YGOB_6893
Kthe_YGOB_E18415 KLTH0D06974g
KLTH0D16808g KLTH0D16830g
KLTH0D16940g KLTH0D16962g
KLTH0D16962g KLTH0D16984g
KLTH0D16984g KLTH0D17006g
KLTH0D17006g KLTH0D17050g
KLTH0D17050g KLTH0D17072g
KLTH0D18150g KLTH0D18194g
KLTH0E00132g KLTH0E00154g
KLTH0E00154g KLTH0E00176g
KLTH0E00176g KLTH0E00198g
KLTH0E00198g KLTH0E00220g
KLTH0E00220g KLTH0E00242g
KLTH0E00242g KLTH0E00264g
KLTH0E00264g KLTH0E00286g
KLTH0E00286g KLTH0E00308g
KLTH0E00308g KLTH0E00330g
KLTH0E00330g KLTH0E00352g
KLTH0E00352g KLTH0E00374g
KLTH0E00374g KLTH0E00418g
KLTH0E00418g KLTH0E00440g
KLTH0E00440g KLTH0E00462g
KLTH0E03080g KLTH0E03102g
KLTH0E03102g KLTH0E03124g
KLTH0E03124g KLTH0E03146g
KLTH0E03146g KLTH0E03168g
KLTH0E03168g KLTH0E03212g
KLTH0E03212g KLTH0E03234g
KLTH0E03234g KLTH0E03256g
KLTH0E03256g KLTH0E03278g
KLTH0E03278g KLTH0E03344g
KLTH0E03344g KLTH0E03366g
KLTH0E09878g KLTH0E09900g
KLTH0E10362g KLTH0E10384g
KLTH0E16588g KLTH0E16610g
KLTH0E16610g KLTH0E16632g
KLTH0E16632g KLTH0E16654g
KLTH0E16654g KLTH0E16676g
KLTH0E16676g KLTH0E16720g
KLTH0E16720g KLTH0E16742g
KLTH0E16742g KLTH0E16764g
KLTH0E16764g KLTH0E16786g
KLTH0E16786g KLTH0E16808g
KLTH0E16808g KLTH0E16852g
KLTH0E16852g KLTH0E16874g
KLTH0E16874g KLTH0E16984g
KLTH0E16984g KLTH0E17006g
KLTH0E17006g KLTH0E17138g
KLTH0F00110g KLTH0F00132g
KLTH0F00132g KLTH0F00176g
KLTH0F00330g KLTH0F00352g
Kthe_YGOB_Kwal_33.13271 KLTH0F01892g
KLTH0F03014g KLTH0F03036g
KLTH0F03982g KLTH0F04004g
KLTH0F04004g KLTH0F04026g
KLTH0F04026g KLTH0F04048g
KLTH0F04048g KLTH0F04070g
KLTH0F04796g KLTH0F04818g
KLTH0F15818g KLTH0F15840g
KLTH0F19844g KLTH0F19866g
KLTH0F19866g KLTH0F19888g
KLTH0F19888g KLTH0F19932g
KLTH0F19932g KLTH0F19954g
KLTH0G00396g KLTH0G00418g
KLTH0G03432g KLTH0G03454g
KLTH0G11968g KLTH0G11990g
KLTH0G11990g KLTH0G12034g
KLTH0G12034g KLTH0G12056g
KLTH0G12056g KLTH0G12078g
KLTH0G17424g KLTH0G17446g
KLTH0G18392g KLTH0G18414g
KLTH0G18414g KLTH0G18436g
KLTH0G18436g KLTH0G18458g
KLTH0G19382g KLTH0G19404g
KLTH0G19404g KLTH0G19426g
KLTH0G19426g KLTH0G19448g
KLTH0G19448g KLTH0G19470g
KLTH0G19470g KLTH0G19492g
KLTH0G19492g KLTH0G19536g
KLTH0G19536g KLTH0G19558g
KLTH0G19558g KLTH0G19580g
KLTH0G19580g KLTH0G19602g
KLTH0G19602g KLTH0G19624g
KLTH0G19668g KLTH0G19690g
KLTH0G19690g KLTH0G19734g
KLTH0G19734g KLTH0G19756g
KLTH0G19756g KLTH0G19800g
KLTH0H00132g KLTH0H00154g
KLTH0H00154g KLTH0H00198g
KLTH0H00198g KLTH0H00220g
KLTH0H00286g KLTH0H00308g
KLTH0H05280g KLTH0H05324g
KLTH0H16148g KLTH0H16170g
KLTH0H16170g KLTH0H16192g
KLTH0H16192g KLTH0H16214g
KLTH0H16214g KLTH0H16236g
KLTH0H16236g KLTH0H16258g
KLTH0H16258g KLTH0H16390g
KLTH0H16390g KLTH0H16456g
NCAS0A00100 NCAS0A00110
NCAS0A00110 NCAS0A00120
NCAS0A00120 NCAS0A00130
NCAS0A00130 NCAS0A00140
NCAS0A00390 NCAS0A00400
NCAS0A00400 NCAS0A00410
NCAS0A03020 NCAS0A03030
NCAS0A03060 NCAS0A03070
NCAS0A03070 NCAS0A03080
NCAS0A03080 NCAS0A03090
NCAS0A03090 NCAS0A03100
NCAS0A03100 NCAS0A03110
NCAS0A03390 NCAS0A03400
NCAS0A03400 NCAS0A03410
NCAS0A05090 NCAS0A05100
NCAS0A05290 NCAS0A05300
NCAS0A05300 NCAS0A05310
NCAS0A06950 NCAS0A06960
NCAS0A07210 NCAS0A07220
NCAS0A07220 NCAS0A07230
NCAS0A07470 NCAS0A07480
NCAS0A08730 NCAS0A08740
NCAS0A09620 NCAS0A09630
NCAS0A09630 NCAS0A09640
NCAS0A14090 NCAS0A14100
NCAS0A15330 NCAS0A15340
NCAS0B00350 NCAS0B00360
NCAS0B00460 NCAS0B00470
NCAS0B01550 NCAS0B01560
NCAS0B03270 NCAS0B03280
NCAS0B05130 NCAS0B05140
NCAS0B05650 NCAS0B05660
NCAS0B05750 NCAS0B05760
NCAS0B05760 NCAS0B05770
NCAS0B07880 NCAS0B07890
NCAS0C00100 NCAS0C00110
NCAS0C00110 NCAS0C00120
NCAS0C00240 NCAS0C00250
NCAS0C00330 NCAS0C00340
NCAS0C02980 NCAS0C02990
NCAS0C02990 NCAS0C03000
NCAS0C03000 NCAS0C03010
NCAS0C03010 NCAS0C03020
NCAS0C03020 NCAS0C03030
NCAS0C05120 NCAS0C05130
NCAS0C05980 NCAS0C05990
NCAS0C05990 NCAS0C06000
NCAS0D00100 NCAS0D00110
NCAS0D00110 NCAS0D00120
NCAS0D01210 NCAS0D01220
NCAS0D02410 NCAS0D02420
NCAS0D02520 NCAS0D02530
NCAS0D03530 NCAS0D03540
NCAS0D03540 NCAS0D03550
NCAS0D04850 NCAS0D04860
NCAS0D04950 NCAS0D04960
NCAS0D04960 NCAS0D04970
NCAS0D04970 NCAS0D04980
NCAS0E00100 NCAS0E00110
NCAS0E00110 NCAS0E00120
NCAS0E00120 NCAS0E00130
NCAS0E00150 NCAS0E00160
NCAS0E00450 NCAS0E00460
NCAS0E01800 NCAS0E01810
NCAS0E02940 NCAS0E02950
NCAS0E02950 NCAS0E02960
NCAS0E03160 NCAS0E03170
NCAS0E03170 NCAS0E03180
NCAS0E03540 NCAS0E03550
NCAS0E03960 NCAS0E03970
NCAS0E04200 NCAS0E04210
NCAS0E04210 NCAS0E04220
NCAS0E04220 NCAS0E04230
NCAS0F00100 NCAS0F00110
NCAS0F00110 NCAS0F00120
NCAS0F00120 NCAS0F00130
NCAS0F00130 NCAS0F00140
NCAS0F00500 NCAS0F00510
NCAS0F01250 NCAS0F01260
NCAS0F01680 NCAS0F01690
NCAS0F01690 NCAS0F01700
NCAS0F02540 NCAS0F02550
NCAS0F02610 NCAS0F02620
NCAS0F03690 NCAS0F03700
NCAS0F03700 NCAS0F03710
NCAS0F04050 NCAS0F04060
NCAS0F04060 NCAS0F04070
NCAS0F04090 NCAS0F04100
NCAS0F04100 NCAS0F04110
NCAS0F04110 NCAS0F04120
NCAS0G00100 NCAS0G00110
NCAS0G00820 NCAS0G00830
NCAS0G01840 NCAS0G01850
NCAS0G01850 NCAS0G01860
NCAS0G01860 NCAS0G01870
NCAS0G01870 NCAS0G01880
NCAS0G01880 NCAS0G01890
NCAS0G02330 NCAS0G02340
NCAS0G02790 NCAS0G02800
NCAS0G03820 NCAS0G03830
NCAS0G03830 NCAS0G03840
NCAS0G03840 NCAS0G03850
NCAS0G04250 NCAS0G04260
NCAS0G04260 NCAS0G04270
NCAS0H00100 NCAS0H00110
NCAS0H00110 NCAS0H00120
NCAS0H00120 NCAS0H00130
NCAS0H00130 NCAS0H00140
NCAS0H00780 NCAS0H00790
NCAS0H00970 NCAS0H00980
NCAS0H01110 NCAS0H01120
NCAS0H02190 NCAS0H02200
NCAS0H03380 NCAS0H03390
NCAS0H03390 NCAS0H03400
NCAS0H03500 NCAS0H03510
NCAS0H03590 NCAS0H03600
NCAS0H03620 NCAS0H03630
NCAS0H03630 NCAS0H03640
NCAS0H03640 NCAS0H03650
NCAS0H03650 NCAS0H03660
NCAS0H03660 NCAS0H03670
NCAS0I02590 NCAS0I02600
NCAS0I03070 NCAS0I03080
NCAS0I03160 NCAS0I03170
NCAS0I03170 NCAS0I03180
NCAS0I03180 NCAS0I03190
NCAS0I03190 NCAS0I03200
NCAS0I03200 NCAS0I03210
NCAS0J00100 NCAS0J00110
NCAS0J00110 NCAS0J00120
NCAS0J00150 NCAS0J00160
NCAS0J00160 NCAS0J00170
NCAS0J00170 NCAS0J00180
NCAS0J00560 NCAS0J00570
NCAS0J00850 NCAS0J00860
NCAS0J01740 NCAS0J01750
NCAS0J02030 NCAS0J02040
NCAS0J02320 NCAS0J02330
NCAS0J02350 NCAS0J02360
NDAI0A00620 NDAI0A00630
NDAI0A01420 NDAI0A01430
NDAI0A03880 NDAI0A03890
NDAI0A04050 NDAI0A04060
NDAI0A08120 NDAI0A08130
NDAI0A08900 NDAI0A08910
NDAI0B00500 NDAI0B00510
NDAI0B00510 NDAI0B00520
NDAI0B00520 NDAI0B00550
NDAI0B00550 NDAI0B00560
NDAI0B00560 NDAI0B00570
NDAI0B00570 NDAI0B00575
NDAI0B00575 NDAI0B00580
NDAI0B00580 NDAI0B00590
NDAI0B00590 NDAI0B00595
NDAI0B00740 NDAI0B00750
NDAI0B01140 NDAI0B01150
NDAI0B01150 NDAI0B01160
NDAI0B01870 NDAI0B01880
NDAI0B03980 NDAI0B03990
NDAI0B03990 NDAI0B04000
NDAI0B04070 NDAI0B04080
NDAI0B04850 NDAI0B04860
NDAI0B06360 NDAI0B06370
NDAI0B06370 NDAI0B06380
NDAI0C00100 NDAI0C00110
NDAI0C01310 NDAI0C01320
NDAI0C01560 NDAI0C01570
NDAI0C03520 NDAI0C03530
NDAI0C06310 NDAI0C06320
NDAI0C06320 NDAI0C06330
NDAI0C06330 NDAI0C06340
NDAI0D00460 NDAI0D00470
NDAI0D00660 NDAI0D00670
NDAI0D00670 NDAI0D00680
NDAI0D00680 NDAI0D00690
NDAI0D00760 NDAI0D00770
NDAI0D00900 NDAI0D00910
NDAI0D01160 NDAI0D01170
NDAI0D01215 NDAI0D01220
NDAI0D04990 NDAI0D05000
NDAI0D05000 NDAI0D05010
NDAI0D05010 NDAI0D05020
NDAI0D05020 NDAI0D05030
NDAI0D05050 NDAI0D05060
NDAI0D05060 NDAI0D05070
NDAI0D05090 NDAI0D05100
NDAI0D05100 NDAI0D05110
NDAI0D05110 NDAI0D05120
NDAI0E00100 NDAI0E00110
NDAI0E01890 NDAI0E01900
NDAI0E02090 NDAI0E02100
NDAI0E03140 NDAI0E03150
NDAI0E04540 NDAI0E04550
NDAI0E04940 NDAI0E04950
NDAI0F00100 NDAI0F00110
NDAI0F00110 NDAI0F00120
NDAI0F00120 NDAI0F00130
NDAI0F00130 NDAI0F00140
NDAI0F00140 NDAI0F00150
NDAI0F00250 NDAI0F00260
NDAI0F00630 NDAI0F00640
NDAI0F00870 NDAI0F00880
NDAI0F01720 NDAI0F01730
NDAI0F01910 NDAI0F01920
NDAI0F01920 NDAI0F01930
NDAI0F01930 NDAI0F01940
NDAI0F02200 NDAI0F02210
NDAI0F02330 NDAI0F02340
NDAI0F04040 NDAI0F04050
NDAI0F04050 NDAI0F04060
NDAI0F04540 NDAI0F04550
NDAI0G00100 NDAI0G00110
NDAI0G00110 NDAI0G00120
NDAI0G00120 NDAI0G00130
NDAI0G00540 NDAI0G00550
NDAI0G00600 NDAI0G00610
NDAI0G01450 NDAI0G01460
NDAI0G01460 NDAI0G01470
NDAI0G02330 NDAI0G02340
NDAI0G02950 NDAI0G02960
NDAI0G03370 NDAI0G03380
NDAI0G03380 NDAI0G03390
NDAI0G03570 NDAI0G03580
NDAI0G03580 NDAI0G03590
NDAI0G03630 NDAI0G03640
NDAI0G04700 NDAI0G04710
NDAI0G04880 NDAI0G04890
NDAI0H00110 NDAI0H00120
NDAI0H00120 NDAI0H00130
NDAI0H00490 NDAI0H00500
NDAI0H00690 NDAI0H00700
NDAI0H00760 NDAI0H00770
NDAI0H01220 NDAI0H01230
NDAI0H02940 NDAI0H02950
NDAI0H02950 NDAI0H02960
NDAI0H03480 NDAI0H03490
NDAI0H04030 NDAI0H04040
NDAI0H04040 NDAI0H04050
NDAI0I00100 NDAI0I00110
NDAI0I00110 NDAI0I00120
NDAI0I01670 NDAI0I01680
NDAI0I01720 NDAI0I01730
NDAI0I02490 NDAI0I02500
NDAI0I02500 NDAI0I02510
NDAI0I02670 NDAI0I02680
NDAI0I03040 NDAI0I03050
NDAI0J00390 NDAI0J00400
NDAI0J00770 NDAI0J00780
NDAI0J02580 NDAI0J02590
NDAI0J03040 NDAI0J03050
NDAI0J03050 NDAI0J03060
NDAI0J03060 NDAI0J03070
NDAI0K00100 NDAI0K00110
NDAI0K00110 NDAI0K00130
NDAI0K00353 NDAI0K00356
NDAI0K01440 NDAI0K01450
NDAI0K02490 NDAI0K02500
NDAI0K02720 NDAI0K02730
NDAI0K02950 NDAI0K02960
NDAI0K02960 NDAI0K02970
NDAI0K02970 NDAI0K02980
NDAI0K02980 NDAI0K02990
NDAI0K02990 NDAI0K03000
NDAI0K03000 NDAI0K03010
NDAI0K03010 NDAI0K03020
YAL069W YAL068W-A
YAL068W-A YAL068C
YAL068C YAL067W-A
YAL067W-A YAL067C
YAL067C YAL066W
YAL066W YAL065C
YAL065C YAL064W-B
YAL064W-B YAL064C-A
YAL064C-A YAL064W
YAL064W YAL063C-A
YAL063C-A YAL063C
YAL037C-B YAL037C-A
YAL016C-B YAL016C-A
YAL005C YAL004W
YAR019W-A YAR020C
YAR020C YAR023C
YAR023C YAR027W
YAR027W YAR028W
YAR028W YAR029W
YAR029W YAR030C
YAR030C YAR031W
YAR031W YAR033W
YAR047C YAR050W
YAR050W YAR053W
YAR053W YAR060C
YAR060C YAR061W
YAR061W YAR062W
YAR062W YAR064W
YAR064W YAR066W
YAR066W YAR068W
YAR068W YAR069C
YAR069C YAR070C
YAR070C YAR071W
YAR071W YAR073W
YAR073W YAR075W
YBL113C YBL113W-A
YBL113W-A YBL112C
YBL112C YBL111C
YBL111C YBL109W
YBL109W YBL108C-A
YBL108C-A YBL108W
YBL108W YBL107W-A
YBL100W-C YBL100C
YBL071C YBL070C
Scer_YGOB_YBR013C-YBR012C YBR012C
YBR012C YBR013C
YBR063C YBR064W
YBR092C YBR093C
YBR126W-A YBR126W-B
YBR196C-A YBR196C-B
YBR223W-A YBR224W
YBR292C YBR293W
YBR293W YBR294W
YBR294W YBR295W
YBR295W YBR296C
YBR296C YBR296C-A
YBR296C-A YBR297W
YBR297W YBR298C
YBR298C YBR298C-A
YBR298C-A YBR299W
YBR299W YBR300C
YBR300C YBR301W
YBR301W YBR302C
YCL076W YCL075W
YCL075W YCL074W
YCL074W YCL073C
YCL073C YCL069W
YCL069W YCL068C
YCL041C YCL042W
YCL022C YCL021W-A
YCR006C YCR007C
YCR018C YCR018C-A
YCR021C YCR022C
YCR047W-A YCR049C
YCR095W-A YCR096C
YCR097W-A YCR098C
YCR098C YCR099C
YCR099C YCR100C
YCR100C YCR101C
YCR101C YCR102C
YCR102C YCR102W-A
YCR102W-A YCR104W
YCR104W YCR105W
YCR105W YCR106W
YCR106W YCR107W
YCR107W YCR108C
YDL248W YDL247W-A
YDL247W-A YDL247W
YDL247W YDL246C
YDL246C YDL245C
YDL245C YDL244W
YDL244W YDL243C
YDL243C YDL242W
YDL242W YDL241W
YDL241W YDL240C-A
YDL163W YDL162C
YDL159C-B YDL158C
YDL152W YDL151C
YDL039C YDL037C
YDL034W YDL033C
YDL033C YDL032W
YDL025W-A YDL024C
YDL024C YDL022C-A
YDL022C-A YDL023C
YDR038C YDR039C
YDR094W YDR095C
YDR133C YDR134C
YDR354C-A YDR355C
YDR524C-A YDR525W
YDR533C YDR534C
YDR534C YDR535C
YDR537C YDR538W
YDR538W YDR539W
YDR539W YDR540C
YDR540C YDR541C
YDR541C YDR542W
YDR542W YDR543C
YDR543C YDR544C
YDR544C YDR545W
YDR545W YDR545C-A
YEL077C YEL077W-A
YEL077W-A YEL076C-A
YEL076C-A YEL076C
YEL076C YEL075W-A
YEL075W-A YEL075C
YEL075C YEL074W
YEL074W YEL073C
YEL073C YEL072W
YEL072W YEL071W
YEL071W YEL070W
YEL070W YEL069C
YEL069C YEL068C
YEL068C YEL067C
YEL067C YEL066W
YEL035C YEL034C-A
YEL010W YEL009C-A
YEL008W YEL008C-A
YER066W YER066C-A
YER076C YER076W-A
YER084W YER084W-A
YER084W-A YER085C
YER088C-A YER088W-B
YER137W-A YER138W-A
YER186C YER187W
YER187W YER188W
YER188W YER188C-A
YER188C-A YER189W
YER189W YER190W
YER190W YER190C-A
YER190C-A YER190C-B
YFL068W YFL067W
YFL067W YFL066C
YFL066C YFL065C
YFL065C YFL064C
YFL064C YFL063W
YFL063W YFL062W
YFL062W YFL061W
YFL061W YFL060C
YFL060C YFL059W
YFL059W YFL058W
YFL058W YFL057C
YFL057C YFL056C
YFL052W YFL051C
YFL051C YFL050C
YFL020C YFL019C
YFL015W-A YFL015C
YFL012W-A YFL012W
YFL012W YFL011W
YFL011W YFL010W-A
YFR034W-A YFR035C
YFR054C YFR056C
YFR056C YFR055W
YFR055W YFR057W
YGL263W YGL262W
YGL262W YGL261C
YGL261C YGL260W
YGL260W YGL259W
YGL259W YGL258W-A
YGL258W-A YGL258W
YGL258W YGL257C
YGL257C YGL256W
YGL256W YGL255W
YGL218W YGL217C
YGL188C-A YGL188C
YGL053W YGL052W
YGL052W YGL051W
YGL042C YGL041C-B
YGL007C-A YGL007W
YGL007W YGL006W-A
YGR050C YGR051C
YGR068W-A YGR069W
YGR114C YGR115C
YGR153W YGR154C
YGR287C YGR288W
YGR288W YGR289C
YGR289C YGR290W
YGR290W YGR291C
YGR291C YGR292W
YGR292W YGR293C
YGR293C YGR294W
YGR294W YGR295C
YGR295C YGR296W
YGR296W YGR296C-A
YGR296C-A YGR296C-B
YHL050C YHL050W-A
YHL050W-A YHL049C
YHL049C YHL048C-A
YHL048C-A YHL048W
YHL048W YHL047C
YHL047C YHL046W-A
YHL046W-A YHL046C
YHL046C YHL045W
YHL045W YHL044W
YHL044W YHL043W
YHL043W YHL042W
YHL042W YHL041W
YHR032W-A YHR032C-A
YHR052W-A YHR053C
YHR053C YHR054C
YHR054C YHR054W-A
YHR054W-A YHR055C
YHR073W-A YHR073C-B
YHR180W YHR180W-A
YHR180W-A YHR180C-B
YHR209W YHR210C
YHR210C YHR211W
YHR211W YHR212C
YHR212C YHR212W-A
YHR212W-A YHR213W
YHR213W YHR213W-A
YHR213W-A YHR213W-B
YHR213W-B YHR214W
YHR214W YHR214W-A
YHR214W-A YHR214C-D
YHR214C-D YHR214C-E
YHR214C-E YHR215W
YHR215W YHR216W
YHR216W YHR217C
YHR217C YHR218W
YHR218W YHR218W-A
YHR218W-A YHR219W
YHR219W YHR219C-A
YIL177C YIL177W-A
YIL177W-A YIL176C
YIL176C YIL175W
YIL175W YIL174W
YIL174W YIL173W
YIL173W YIL172C
YIL172C YIL171W-A
YIL171W-A YIL171W
YIL171W YIL170W
YIL170W YIL169C
YIL169C Scer_YGOB_SDL1
Scer_YGOB_SDL1 YIL168W
YIL168W YIL167W
YIL167W YIL166C
YIL166C YIL165C
YIL165C YIL164C
YIL164C YIL163C
YIL100C-A YIL100W
YIL080W YIL082W
YIL060W YIL059C
YIL059C YIL058W
YIL029W-A YIL029C
YIL029C YIL028W
YIL021C-A YIL020C-A
YIR018C-A YIR019C
YIR019C YIR020C
YIR020C YIR020W-A
YIR020W-A YIR020C-B
YIR038C YIR039C
YIR039C YIR040C
YIR040C YIR041W
YIR041W YIR042C
YIR042C YIR043C
YIR043C YIR044C
YJL225C YJL225W-A
YJL225W-A YJL223C
YJL223C YJL222W-B
YJL222W-B YJL222W-A
YJL222W-A YJL222W
YJL222W YJL221C
YJL221C YJL220W
YJL220W YJL219W
YJL217W YJL216C
YJL216C YJL215C
YJL215C YJL214W
YJL214W YJL213W
YJL213W YJL212C
YJL212C YJL211C
YJL120W YJL119C
YJL119C YJL118W
YJL077W-B YJL077C
YJL077C YJL077W-A
YJL052C-A YJL052W
YJL038C YJL037W
YJL028W YJL027C
YJR037W YJR038C
YJR149W YJR150C
YJR150C YJR151C
YJR151C YJR151W-A
YJR154W YJR155W
YJR155W YJR156C
YJR156C YJR157W
YJR157W YJR158W
YJR158W YJR159W
YJR159W YJR160C
YJR160C YJR161C
YJR161C YJR162C
YKL225W YKL224C
YKL224C YKL223W
YKL223W YKL222C
YKL222C YKL221W
YKL221W YKL220C
YKL220C YKL219W
YKL219W YKL218C
YKL218C YKL217W
YKL097C YKL096C-B
YKL071W YKL070W
YKL037W YKL036C
YKL031W YKL030W
YKR032W YKR033C
YKR101W YKR102W
YKR102W YKR103W
YKR103W YKR104W
YKR104W YKR105C
YKR105C YKR106W
YLL067C YLL067W-A
YLL067W-A YLL066W-B
YLL066W-B YLL066C
YLL066C YLL066W-A
YLL066W-A YLL065W
YLL065W YLL064C
YLL064C YLL063C
YLL063C YLL062C
YLL062C YLL061W
YLL061W YLL060C
YLL060C YLL059C
YLL059C YLL058W
YLL058W YLL057C
YLL057C YLL056C
YLL054C YLL053C
YLL053C YLL052C
YLL017W YLL016W
YLR011W YLR012C
YLR012C YLR013W
YLR036C YLR037C
YLR041W YLR042C
YLR081W YLR082C
YLR111W YLR112W
YLR122C YLR123C
YLR123C YLR124W
YLR124W YLR125W
YLR154C YLR154W-A
YLR154W-A YLR154W-B
YLR154W-B YLR154W-C
YLR154W-C YLR154W-E
YLR154W-E YLR154W-F
YLR154W-F YLR154C-G
YLR154C-G YLR154C-H
YLR154C-H YLR155C
YLR155C YLR156W
YLR156W YLR156C-A
YLR156C-A YLR157C
YLR157C YLR157W-D
YLR157W-D YLR157W-E
YLR157W-E YLR157C-C
YLR157C-C YLR158C
YLR158C YLR159W
YLR159W YLR159C-A
YLR159C-A YLR160C
YLR160C YLR161W
YLR161W YLR162W
YLR162W YLR162W-A
YLR235C YLR236C
YLR279W YLR280C
YLR338W YLR339C
YLR365W YLR364C-A
YLR364C-A YLR366W
YLR399W-A YLR400W
YLR415C YLR416C
YLR460C YLR461W
YLR461W YLR462W
YLR462W YLR463C
YLR463C YLR464W
YLR464W YLR465C
YLR465C YLR466W
YLR466W YLR466C-A
YLR466C-A YLR466C-B
YLR466C-B YLR467W
YLR467W YLR467C-A
YML133C YML133W-B
YML133W-B YML133W-A
YML133W-A YML132W
YML090W YML089C
YML009W-B YML009C-A
YMR013C-A YMR013W-A
YMR017W YMR018W
YMR158C-A YMR158W-B
YMR272W-A YMR272W-B
YMR315W-A YMR316W
YMR316W YMR316C-A
YMR316C-A YMR316C-B
YMR316C-B YMR317W
YMR317W YMR318C
YMR320W YMR321C
YMR321C YMR322C
YMR322C YMR323W
YMR323W YMR324C
YMR324C YMR325W
YMR325W YMR326C
YNL339C YNL339W-B
YNL339W-B YNL339W-A
YNL339W-A YNL338W
YNL338W YNL337W
YNL337W YNL336W
YNL336W YNL335W
YNL335W YNL334C
YNL334C YNL333W
YNL333W YNL332W
YNL332W YNL331C
YNL171C YNL170W
YNL144W-A YNL143C
YNL067W-A YNL067W-B
YNL043C YNL042W-B
YNL034W YNL033W
YNL019C YNL018C
YNL018C YNL017C
YNR059W YNR060W
YNR060W YNR061C
YNR061C YNR062C
YNR062C YNR063W
YNR063W YNR064C
YNR064C YNR065C
YNR065C YNR066C
YNR066C YNR067C
YNR067C YNR068C
YNR068C YNR069C
YNR069C YNR070W
YNR070W YNR071C
YNR071C YNR072W
YNR072W YNR073C
YNR073C YNR074C
YNR074C YNR075W
YNR075W YNR075C-A
YNR075C-A YNR076W
YNR076W YNR077C
YOL166W-A YOL166C
YOL166C YOL165C
YOL165C YOL164W-A
YOL164W-A YOL164W
YOL164W YOL163W
YOL163W YOL162W
YOL162W YOL161C
YOL161C YOL160W
YOL160W YOL159C-A
YOL159C-A YOL159C
YOL159C YOL158C
YOL158C YOL157C
YOL157C YOL156W
YOL156W YOL155W-A
YOL155W-A YOL155C
YOL155C YOL154W
YOL154W YOL153C
YOL153C YOL152W
YOL152W YOL151W
YOL151W YOL150C
YOL085W-A YOL085C
YOL083W YOL083C-A
YOL015W YOL014W
YOL014W YOL013W-B
YOL013W-B YOL013W-A
YOR008C-A YOR008W-B
YOR071C YOR072W
YOR072W YOR072W-A
YOR072W-A YOR072W-B
YOR161W-A YOR161W-B
YOR161W-B YOR161C-C
YOR169C YOR170W
YOR192C YOR192C-C
YOR199W YOR200W
YOR314W YOR314W-A
YOR376W YOR376W-A
YOR376W-A YOR377W
YOR379C YOR380W
YOR380W YOR381W
YOR381W YOR381W-A
YOR381W-A YOR382W
YOR382W YOR383C
YOR383C YOR384W
YOR384W YOR385W
YOR387C YOR388C
YOR388C YOR389W
YOR389W YOR390W
YOR390W YOR391C
YOR391C YOR392W
YOR392W YOR393W
YOR393W YOR394W
YOR394W YOR394C-A
YOR394C-A YOR396W
YOR396W YOR396C-A
YPL283C YPL283W-B
YPL283W-B YPL283W-A
YPL283W-A YPL282C
YPL282C YPL281C
YPL281C YPL280W
YPL278C YPL277C
YPL277C YPL276W
YPL276W YPL275W
YPL258C YPL257W
YPL036W YPL035C
YPR038W YPR039W
